timestamp_ms,sample_sequence,accel_raw_x,accel_raw_y,accel_raw_z,gyro_raw_x,gyro_raw_y,gyro_raw_z,mag_raw_x,mag_raw_y,mag_raw_z,accel_boat_x,accel_boat_y,accel_boat_z,gyro_boat_x,gyro_boat_y,gyro_boat_z,mag_boat_x,mag_boat_y,mag_boat_z,mag_corrected_x,mag_corrected_y,mag_corrected_z,mag_magnitude,dmp_q0,dmp_q1,dmp_q2,dmp_q3,dmp_roll_deg,dmp_pitch_deg,dmp_heading_deg,compass_heading_deg,fusion_heading_deg,output_heading_deg,rate_of_turn_deg_s,active_heading_source,heading_quality,rejection_flags,dmp_sample_age_ms,fifo_error_count,sensor_error_count
5900,59,0.0,0.0,1.0,0,0,0,-48.54897156165243,4.898115407171076,33.94921870302454,0.0,0.0,1.0,0,0,0,-48.54897156165243,4.898115407171076,33.94921870302454,-48.54897156165243,4.898115407171076,33.94921870302454,59.44361719126701,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6000,60,0.0,0.0,1.0,0,0,0,19.958996756722794,-13.193065446627536,25.238389633075258,0.0,0.0,1.0,0,0,0,19.958996756722794,-13.193065446627536,25.238389633075258,19.958996756722794,-13.193065446627536,25.238389633075258,34.776354591658816,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6100,61,0.0,0.0,1.0,0,0,0,-30.683478460519687,38.425679113378486,31.49427058625514,0.0,0.0,1.0,0,0,0,-30.683478460519687,38.425679113378486,31.49427058625514,-30.683478460519687,38.425679113378486,31.49427058625514,58.394329737755896,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6200,62,0.0,0.0,1.0,0,0,0,-24.824511241448313,-19.892612909404647,30.19410993849297,0.0,0.0,1.0,0,0,0,-24.824511241448313,-19.892612909404647,30.19410993849297,-24.824511241448313,-19.892612909404647,30.19410993849297,43.859510732770445,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6300,63,0.0,0.0,1.0,0,0,0,17.901851113849087,14.352782878564165,24.944065787514646,0.0,0.0,1.0,0,0,0,17.901851113849087,14.352782878564165,24.944065787514646,17.901851113849087,14.352782878564165,24.944065787514646,33.89225675096722,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6400,64,0.0,0.0,1.0,0,0,0,-51.339251391557,22.580734995107235,33.21228236195724,0.0,0.0,1.0,0,0,0,-51.339251391557,22.580734995107235,33.21228236195724,-51.339251391557,22.580734995107235,33.21228236195724,65.18177679424767,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6500,65,0.0,0.0,1.0,0,0,0,8.256148354990692,-24.331393507192786,25.417869330059816,0.0,0.0,1.0,0,0,0,8.256148354990692,-24.331393507192786,25.417869330059816,8.256148354990692,-24.331393507192786,25.417869330059816,36.14206381685299,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6600,66,0.0,0.0,1.0,0,0,0,-9.959980562258236,36.928494247582286,27.771363204096307,0.0,0.0,1.0,0,0,0,-9.959980562258236,36.928494247582286,27.771363204096307,-9.959980562258236,36.928494247582286,27.771363204096307,47.266938915145694,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6700,67,0.0,0.0,1.0,0,0,0,-43.14821594119298,-6.49532781533612,31.328550011530048,0.0,0.0,1.0,0,0,0,-43.14821594119298,-6.49532781533612,31.328550011530048,-43.14821594119298,-6.49532781533612,31.328550011530048,53.7162532960131,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6800,68,0.0,0.0,1.0,0,0,0,24.630671662712544,-4.090931386108112,22.829065565164726,0.0,0.0,1.0,0,0,0,24.630671662712544,-4.090931386108112,22.829065565164726,24.630671662712544,-4.090931386108112,22.829065565164726,33.831522885332625,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
6900,69,0.0,0.0,1.0,0,0,0,-42.21990792662204,36.25708810621751,30.99702927098751,0.0,0.0,1.0,0,0,0,-42.21990792662204,36.25708810621751,30.99702927098751,-42.21990792662204,36.25708810621751,30.99702927098751,63.70174948069259,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7000,70,0.0,0.0,1.0,0,0,0,-11.520750420054176,-26.038172247941198,26.639639518721093,0.0,0.0,1.0,0,0,0,-11.520750420054176,-26.038172247941198,26.639639518721093,-11.520750420054176,-26.038172247941198,26.639639518721093,38.992108149496616,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7100,71,0.0,0.0,1.0,0,0,0,10.668856904513529,25.52144915091656,24.000877949750638,0.0,0.0,1.0,0,0,0,10.668856904513529,25.52144915091656,24.000877949750638,10.668856904513529,25.52144915091656,24.000877949750638,36.622547928436546,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7200,72,0.0,0.0,1.0,0,0,0,-53.16591647818283,12.033040457937442,31.47927690793211,0.0,0.0,1.0,0,0,0,-53.16591647818283,12.033040457937442,31.47927690793211,-53.16591647818283,12.033040457937442,31.47927690793211,62.94722878946888,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7300,73,0.0,0.0,1.0,0,0,0,19.160153561451043,-20.109423876702305,22.218327268771716,0.0,0.0,1.0,0,0,0,19.160153561451043,-20.109423876702305,22.218327268771716,19.160153561451043,-20.109423876702305,22.218327268771716,35.569010103930566,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7400,74,0.0,0.0,1.0,0,0,0,-23.440388259523232,41.15625994115738,27.549692214369315,0.0,0.0,1.0,0,0,0,-23.440388259523232,41.15625994115738,27.549692214369315,-23.440388259523232,41.15625994115738,27.549692214369315,54.79302031470606,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7500,75,0.0,0.0,1.0,0,0,0,-33.264978354829964,-17.205057433458066,28.1645585336001,0.0,0.0,1.0,0,0,0,-33.264978354829964,-17.205057433458066,28.1645585336001,-33.264978354829964,-17.205057433458066,28.1645585336001,46.85952564450992,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7600,76,0.0,0.0,1.0,0,0,0,24.44691768244318,7.385034978283674,21.026854884409417,0.0,0.0,1.0,0,0,0,24.44691768244318,7.385034978283674,21.026854884409417,24.44691768244318,7.385034978283674,21.026854884409417,33.08049504062233,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7700,77,0.0,0.0,1.0,0,0,0,-51.05682283512294,29.871096839919804,30.14495425241958,0.0,0.0,1.0,0,0,0,-51.05682283512294,29.871096839919804,30.14495425241958,-51.05682283512294,29.871096839919804,30.14495425241958,66.3912633658787,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7800,78,0.0,0.0,1.0,0,0,0,2.6639901216591255,-28.30810564694233,23.00071151759233,0.0,0.0,1.0,0,0,0,2.6639901216591255,-28.30810564694233,23.00071151759233,2.6639901216591255,-28.30810564694233,23.00071151759233,36.571552045302234,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
7900,79,0.0,0.0,1.0,0,0,0,-0.593454861418774,35.18065120103622,23.540744508020644,0.0,0.0,1.0,0,0,0,-0.593454861418774,35.18065120103622,23.540744508020644,-0.593454861418774,35.18065120103622,23.540744508020644,42.33434846071707,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
8000,80,0.0,0.0,1.0,0,0,0,-49.893414739638125,-0.17690647958422012,29.11363907753256,0.0,0.0,1.0,0,0,0,-49.893414739638125,-0.17690647958422012,29.11363907753256,-49.893414739638125,-0.17690647958422012,29.11363907753256,57.76666954759369,1.0,0,0,0,0,0,0,0,0,0,0,software_compass,good,0,0,0,0
