timestamp_ms,sample_sequence,accel_raw_x,accel_raw_y,accel_raw_z,gyro_raw_x,gyro_raw_y,gyro_raw_z,mag_raw_x,mag_raw_y,mag_raw_z,accel_boat_x,accel_boat_y,accel_boat_z,gyro_boat_x,gyro_boat_y,gyro_boat_z,mag_boat_x,mag_boat_y,mag_boat_z,mag_corrected_x,mag_corrected_y,mag_corrected_z,mag_magnitude,dmp_q0,dmp_q1,dmp_q2,dmp_q3,dmp_roll_deg,dmp_pitch_deg,dmp_heading_deg,compass_heading_deg,fusion_heading_deg,output_heading_deg,rate_of_turn_deg_s,active_heading_source,heading_quality,rejection_flags,dmp_sample_age_ms,fifo_error_count,sensor_error_count
1000,10,0,0,1,0,0,12,21.5192,-4.57406,45,0,0,1,0,0,12,21.5192,-4.57406,45,21.5192,-4.57406,45,50.0899,0.994522,0,0,0.104528,0,0,12,348,13.1996,348,12,software_compass,2,1,0,0,0
1100,11,0,0,1,0,0,12,21.4187,-5.02372,45,0,0,1,0,0,12,21.4187,-5.02372,45,21.4187,-5.02372,45,50.0899,0.993373,0,0,0.114937,0,0,13.2,346.8,14.3995,346.8,12,software_compass,2,1,0,0,0
1200,12,0,0,1,0,0,12,21.3088,-5.47118,45,0,0,1,0,0,12,21.3088,-5.47118,45,21.3088,-5.47118,45,50.0899,0.992115,0,0,0.125333,0,0,14.4,345.6,15.5995,345.6,12,software_compass,2,1,0,0,0
1300,13,0,0,1,0,0,12,21.1896,-5.91624,45,0,0,1,0,0,12,21.1896,-5.91624,45,21.1896,-5.91624,45,50.0899,0.990748,0,0,0.135716,0,0,15.6,344.4,16.7995,344.4,12,software_compass,2,65,0,0,0
1400,14,0,0,1,0,0,12,21.061,-6.3587,45,0,0,1,0,0,12,21.061,-6.3587,45,21.061,-6.3587,45,50.0899,0.989272,0,0,0.146083,0,0,16.8,343.2,17.9995,343.2,12,software_compass,2,65,0,0,0
1500,15,0,0,1,0,0,12,20.9232,-6.79837,45,0,0,1,0,0,12,20.9232,-6.79837,45,20.9232,-6.79837,45,50.0899,0.987688,0,0,0.156434,0,0,18,342,19.1994,342,12,software_compass,2,65,0,0,0
1600,16,0,0,1,0,0,12,20.7763,-7.23507,45,0,0,1,0,0,12,20.7763,-7.23507,45,20.7763,-7.23507,45,50.0899,0.985996,0,0,0.166769,0,0,19.2,340.8,20.3994,340.8,12,software_compass,2,65,0,0,0
1700,17,0,0,1,0,0,12,20.6202,-7.66859,45,0,0,1,0,0,12,20.6202,-7.66859,45,20.6202,-7.66859,45,50.0899,0.984196,0,0,0.177085,0,0,20.4,339.6,21.5994,339.6,12,software_compass,2,65,0,0,0
1800,18,0,0,1,0,0,12,20.4551,-8.09874,45,0,0,1,0,0,12,20.4551,-8.09874,45,20.4551,-8.09874,45,50.0899,0.982287,0,0,0.187381,0,0,21.6,338.4,22.7993,338.4,12,software_compass,2,65,0,0,0
1900,19,0,0,1,0,0,12,20.281,-8.52534,45,0,0,1,0,0,12,20.281,-8.52534,45,20.281,-8.52534,45,50.0899,0.980271,0,0,0.197657,0,0,22.8,337.2,23.9993,337.2,12,software_compass,2,65,0,0,0
2000,20,0,0,1,0,0,12,20.098,-8.94821,45,0,0,1,0,0,12,20.098,-8.94821,45,20.098,-8.94821,45,50.0899,0.978148,0,0,0.207912,0,0,24,336,25.1993,336,12,software_compass,2,65,0,0,0
2100,21,0,0,1,0,0,12,19.9062,-9.36714,45,0,0,1,0,0,12,19.9062,-9.36714,45,19.9062,-9.36714,45,50.0899,0.975917,0,0,0.218143,0,0,25.2,334.8,26.3992,334.8,12,software_compass,2,65,0,0,0
2200,22,0,0,1,0,0,12,19.7057,-9.78197,45,0,0,1,0,0,12,19.7057,-9.78197,45,19.7057,-9.78197,45,50.0899,0.973579,0,0,0.228351,0,0,26.4,333.6,27.5992,333.6,12,software_compass,2,65,0,0,0
2300,23,0,0,1,0,0,12,19.4965,-10.1925,45,0,0,1,0,0,12,19.4965,-10.1925,45,19.4965,-10.1925,45,50.0899,0.971134,0,0,0.238533,0,0,27.6,332.4,28.7992,332.4,12,software_compass,2,65,0,0,0
2400,24,0,0,1,0,0,12,19.2787,-10.5986,45,0,0,1,0,0,12,19.2787,-10.5986,45,19.2787,-10.5986,45,50.0899,0.968583,0,0,0.24869,0,0,28.8,331.2,29.9992,331.2,12,software_compass,2,65,0,0,0
2500,25,0,0,1,0,0,12,19.0526,-11,45,0,0,1,0,0,12,19.0526,-11,45,19.0526,-11,45,50.0899,0.965926,0,0,0.258819,0,0,30,330,31.1991,330,12,software_compass,2,65,0,0,0
2600,26,0,0,1,0,0,12,18.818,-11.3966,45,0,0,1,0,0,12,18.818,-11.3966,45,18.818,-11.3966,45,50.0899,0.963163,0,0,0.26892,0,0,31.2,328.8,32.3991,328.8,12,software_compass,2,65,0,0,0
2700,27,0,0,1,0,0,12,18.5752,-11.7882,45,0,0,1,0,0,12,18.5752,-11.7882,45,18.5752,-11.7882,45,50.0899,0.960294,0,0,0.278991,0,0,32.4,327.6,33.5991,327.6,12,software_compass,2,65,0,0,0
2800,28,0,0,1,0,0,12,18.3243,-12.1746,45,0,0,1,0,0,12,18.3243,-12.1746,45,18.3243,-12.1746,45,50.0899,0.957319,0,0,0.289032,0,0,33.6,326.4,34.7991,326.4,12,software_compass,2,65,0,0,0
2900,29,0,0,1,0,0,12,18.0653,-12.5557,45,0,0,1,0,0,12,18.0653,-12.5557,45,18.0653,-12.5557,45,50.0899,0.95424,0,0,0.299041,0,0,34.8,325.2,35.9991,325.2,12,software_compass,2,65,0,0,0
3000,30,0,0,1,0,0,12,17.7984,-12.9313,45,0,0,1,0,0,12,17.7984,-12.9313,45,17.7984,-12.9313,45,50.0899,0.951057,0,0,0.309017,0,0,36,324,37.199,324,12,software_compass,2,65,0,0,0
3100,31,0,0,1,0,0,12,17.5237,-13.3012,45,0,0,1,0,0,12,17.5237,-13.3012,45,17.5237,-13.3012,45,50.0899,0.947768,0,0,0.318959,0,0,37.2,322.8,38.399,324,12,software_9axis_fusion,2,65,0,0,0
3200,32,0,0,1,0,0,12,17.2413,-13.6653,45,0,0,1,0,0,12,17.2413,-13.6653,45,17.2413,-13.6653,45,50.0899,0.944376,0,0,0.328867,0,0,38.4,321.6,39.599,331.56,12,software_9axis_fusion,2,65,0,0,0
3300,33,0,0,1,0,0,12,16.9513,-14.0233,45,0,0,1,0,0,12,16.9513,-14.0233,45,16.9513,-14.0233,45,50.0899,0.940881,0,0,0.338738,0,0,39.6,320.4,40.799,339.36,12,software_9axis_fusion,2,65,0,0,0
3400,34,0,0,1,0,0,12,16.6539,-14.3753,45,0,0,1,0,0,12,16.6539,-14.3753,45,16.6539,-14.3753,45,50.0899,0.937282,0,0,0.348572,0,0,40.8,319.2,41.9989,347.4,12,software_9axis_fusion,2,65,0,0,0
3500,35,0,0,1,0,0,12,16.3492,-14.7209,45,0,0,1,0,0,12,16.3492,-14.7209,45,16.3492,-14.7209,45,50.0899,0.93358,0,0,0.358368,0,0,42,318,43.1989,355.68,12,software_9axis_fusion,2,65,0,0,0
3600,36,0,0,1,0,0,12,16.0373,-15.06,45,0,0,1,0,0,12,16.0373,-15.06,45,16.0373,-15.06,45,50.0899,0.929776,0,0,0.368125,0,0,43.2,316.8,44.3989,4.19945,12,software_9axis_fusion,2,65,0,0,0
3700,37,0,0,1,0,0,12,15.7184,-15.3926,45,0,0,1,0,0,12,15.7184,-15.3926,45,15.7184,-15.3926,45,50.0899,0.925871,0,0,0.377841,0,0,44.4,315.6,45.5989,12.9593,12,software_9axis_fusion,2,65,0,0,0
3800,38,0,0,1,0,0,12,15.3926,-15.7184,45,0,0,1,0,0,12,15.3926,-15.7184,45,15.3926,-15.7184,45,50.0899,0.921863,0,0,0.387516,0,0,45.6,314.4,46.7989,21.9592,12,software_9axis_fusion,2,65,0,0,0
3900,39,0,0,1,0,0,12,15.06,-16.0373,45,0,0,1,0,0,12,15.06,-16.0373,45,15.06,-16.0373,45,50.0899,0.917755,0,0,0.397148,0,0,46.8,313.2,47.9988,31.1991,12,software_9axis_fusion,2,65,0,0,0
4000,40,0,0,1,0,0,12,14.7209,-16.3492,45,0,0,1,0,0,12,14.7209,-16.3492,45,14.7209,-16.3492,45,50.0899,0.913545,0,0,0.406737,0,0,48,312,49.1988,40.6789,12,software_9axis_fusion,2,65,0,0,0
4100,41,0,0,1,0,0,12,14.3753,-16.6539,45,0,0,1,0,0,12,14.3753,-16.6539,45,14.3753,-16.6539,45,50.0899,0.909236,0,0,0.416281,0,0,49.2,310.8,50.3988,50.3988,12,software_9axis_fusion,2,65,0,0,0
4200,42,0,0,1,0,0,12,14.0233,-16.9513,45,0,0,1,0,0,12,14.0233,-16.9513,45,14.0233,-16.9513,45,50.0899,0.904827,0,0,0.425779,0,0,50.4,309.6,51.5988,51.5988,12,software_9axis_fusion,2,65,0,0,0
4300,43,0,0,1,0,0,12,13.6653,-17.2413,45,0,0,1,0,0,12,13.6653,-17.2413,45,13.6653,-17.2413,45,50.0899,0.900319,0,0,0.435231,0,0,51.6,308.4,52.7988,52.7988,12,software_9axis_fusion,2,65,0,0,0
4400,44,0,0,1,0,0,12,13.3012,-17.5237,45,0,0,1,0,0,12,13.3012,-17.5237,45,13.3012,-17.5237,45,50.0899,0.895712,0,0,0.444635,0,0,52.8,307.2,53.9988,53.9988,12,software_9axis_fusion,2,65,0,0,0
4500,45,0,0,1,0,0,12,12.9313,-17.7984,45,0,0,1,0,0,12,12.9313,-17.7984,45,12.9313,-17.7984,45,50.0899,0.891007,0,0,0.45399,0,0,54,306,55.1987,55.1987,12,software_9axis_fusion,2,65,0,0,0
4600,46,0,0,1,0,0,12,12.5557,-18.0653,45,0,0,1,0,0,12,12.5557,-18.0653,45,12.5557,-18.0653,45,50.0899,0.886204,0,0,0.463296,0,0,55.2,304.8,56.3987,56.3987,12,software_9axis_fusion,2,65,0,0,0
4700,47,0,0,1,0,0,12,12.1746,-18.3243,45,0,0,1,0,0,12,12.1746,-18.3243,45,12.1746,-18.3243,45,50.0899,0.881303,0,0,0.472551,0,0,56.4,303.6,57.5987,57.5987,12,software_9axis_fusion,2,65,0,0,0
4800,48,0,0,1,0,0,12,11.7882,-18.5752,45,0,0,1,0,0,12,11.7882,-18.5752,45,11.7882,-18.5752,45,50.0899,0.876307,0,0,0.481754,0,0,57.6,302.4,58.7987,58.7987,12,software_9axis_fusion,2,65,0,0,0
4900,49,0,0,1,0,0,12,11.3966,-18.818,45,0,0,1,0,0,12,11.3966,-18.818,45,11.3966,-18.818,45,50.0899,0.871214,0,0,0.490904,0,0,58.8,301.2,59.9987,59.9987,12,software_9axis_fusion,2,65,0,0,0
5000,50,0,0,1,0,0,12,11,-19.0526,45,0,0,1,0,0,12,11,-19.0526,45,11,-19.0526,45,50.0899,0.866025,0,0,0.5,0,0,60,300,61.1987,61.1987,12,software_9axis_fusion,2,65,0,0,0
5100,51,0,0,1,0,0,12,10.5986,-19.2787,45,0,0,1,0,0,12,10.5986,-19.2787,45,10.5986,-19.2787,45,50.0899,0.860742,0,0,0.509041,0,0,61.2,298.8,62.3986,62.3986,12,software_9axis_fusion,2,65,0,0,0
5200,52,0,0,1,0,0,12,10.1925,-19.4965,45,0,0,1,0,0,12,10.1925,-19.4965,45,10.1925,-19.4965,45,50.0899,0.855364,0,0,0.518027,0,0,62.4,297.6,63.5986,63.5986,12,software_9axis_fusion,2,65,0,0,0
5300,53,0,0,1,0,0,12,9.78197,-19.7057,45,0,0,1,0,0,12,9.78197,-19.7057,45,9.78197,-19.7057,45,50.0899,0.849893,0,0,0.526956,0,0,63.6,296.4,64.7986,64.7986,12,software_9axis_fusion,2,65,0,0,0
5400,54,0,0,1,0,0,12,9.36714,-19.9062,45,0,0,1,0,0,12,9.36714,-19.9062,45,9.36714,-19.9062,45,50.0899,0.844328,0,0,0.535827,0,0,64.8,295.2,65.9986,65.9986,12,software_9axis_fusion,2,65,0,0,0
5500,55,0,0,1,0,0,12,8.94821,-20.098,45,0,0,1,0,0,12,8.94821,-20.098,45,8.94821,-20.098,45,50.0899,0.838671,0,0,0.544639,0,0,66,294,67.1986,67.1986,12,software_9axis_fusion,2,65,0,0,0
5600,56,0,0,1,0,0,12,8.52534,-20.281,45,0,0,1,0,0,12,8.52534,-20.281,45,8.52534,-20.281,45,50.0899,0.832921,0,0,0.553392,0,0,67.2,292.8,68.3986,68.3986,12,software_9axis_fusion,2,65,0,0,0
5700,57,0,0,1,0,0,12,8.09874,-20.4551,45,0,0,1,0,0,12,8.09874,-20.4551,45,8.09874,-20.4551,45,50.0899,0.827081,0,0,0.562083,0,0,68.4,291.6,69.5986,69.5986,12,software_9axis_fusion,2,65,0,0,0
5800,58,0,0,1,0,0,12,7.66859,-20.6202,45,0,0,1,0,0,12,7.66859,-20.6202,45,7.66859,-20.6202,45,50.0899,0.821149,0,0,0.570714,0,0,69.6,290.4,70.7986,70.7986,12,software_9axis_fusion,2,65,0,0,0
5900,59,0,0,1,0,0,12,7.23507,-20.7763,45,0,0,1,0,0,12,7.23507,-20.7763,45,7.23507,-20.7763,45,50.0899,0.815128,0,0,0.579281,0,0,70.8,289.2,71.9985,71.9985,12,software_9axis_fusion,2,65,0,0,0
6000,60,0,0,1,0,0,12,6.79837,-20.9232,45,0,0,1,0,0,12,6.79837,-20.9232,45,6.79837,-20.9232,45,50.0899,0.809017,0,0,0.587785,0,0,72,288,73.1985,73.1985,12,software_9axis_fusion,2,65,0,0,0
6100,61,0,0,1,0,0,12,6.3587,-21.061,45,0,0,1,0,0,12,6.3587,-21.061,45,6.3587,-21.061,45,50.0899,0.802817,0,0,0.596225,0,0,73.2,286.8,74.3985,74.3985,12,software_9axis_fusion,2,65,0,0,0
6200,62,0,0,1,0,0,12,5.91624,-21.1896,45,0,0,1,0,0,12,5.91624,-21.1896,45,5.91624,-21.1896,45,50.0899,0.79653,0,0,0.604599,0,0,74.4,285.6,75.5985,75.5985,12,software_9axis_fusion,2,65,0,0,0
6300,63,0,0,1,0,0,12,5.47118,-21.3088,45,0,0,1,0,0,12,5.47118,-21.3088,45,5.47118,-21.3088,45,50.0899,0.790155,0,0,0.612907,0,0,75.6,284.4,76.7985,76.7985,12,software_9axis_fusion,2,65,0,0,0
6400,64,0,0,1,0,0,12,5.02372,-21.4187,45,0,0,1,0,0,12,5.02372,-21.4187,45,5.02372,-21.4187,45,50.0899,0.783693,0,0,0.621148,0,0,76.8,283.2,77.9985,77.9985,12,software_9axis_fusion,2,65,0,0,0
6500,65,0,0,1,0,0,12,4.57406,-21.5192,45,0,0,1,0,0,12,4.57406,-21.5192,45,4.57406,-21.5192,45,50.0899,0.777146,0,0,0.62932,0,0,78,282,79.1985,79.1985,12,software_9axis_fusion,2,65,0,0,0
6600,66,0,0,1,0,0,12,4.12239,-21.6103,45,0,0,1,0,0,12,4.12239,-21.6103,45,4.12239,-21.6103,45,50.0899,0.770513,0,0,0.637424,0,0,79.2,280.8,80.3985,80.3985,12,software_9axis_fusion,2,65,0,0,0
6700,67,0,0,1,0,0,12,3.66891,-21.6919,45,0,0,1,0,0,12,3.66891,-21.6919,45,3.66891,-21.6919,45,50.0899,0.763796,0,0,0.645458,0,0,80.4,279.6,81.5985,81.5985,12,software_9axis_fusion,2,65,0,0,0
6800,68,0,0,1,0,0,12,3.21383,-21.764,45,0,0,1,0,0,12,3.21383,-21.764,45,3.21383,-21.764,45,50.0899,0.756995,0,0,0.653421,0,0,81.6,278.4,82.7984,82.7984,12,software_9axis_fusion,2,65,0,0,0
6900,69,0,0,1,0,0,12,2.75733,-21.8265,45,0,0,1,0,0,12,2.75733,-21.8265,45,2.75733,-21.8265,45,50.0899,0.750111,0,0,0.661312,0,0,82.8,277.2,83.9984,83.9984,12,software_9axis_fusion,2,65,0,0,0
7000,70,0,0,1,0,0,12,2.29963,-21.8795,45,0,0,1,0,0,12,2.29963,-21.8795,45,2.29963,-21.8795,45,50.0899,0.743145,0,0,0.669131,0,0,84,276,85.1984,85.1984,12,software_9axis_fusion,2,65,0,0,0
7100,71,0,0,1,0,0,12,1.84091,-21.9228,45,0,0,1,0,0,12,1.84091,-21.9228,45,1.84091,-21.9228,45,50.0899,0.736097,0,0,0.676876,0,0,85.2,274.8,86.3984,86.3984,12,software_9axis_fusion,2,65,0,0,0
7200,72,0,0,1,0,0,12,1.38139,-21.9566,45,0,0,1,0,0,12,1.38139,-21.9566,45,1.38139,-21.9566,45,50.0899,0.728969,0,0,0.684547,0,0,86.4,273.6,87.5984,87.5984,12,software_9axis_fusion,2,65,0,0,0
7300,73,0,0,1,0,0,12,0.921264,-21.9807,45,0,0,1,0,0,12,0.921264,-21.9807,45,0.921264,-21.9807,45,50.0899,0.72176,0,0,0.692143,0,0,87.6,272.4,88.7984,88.7984,12,software_9axis_fusion,2,65,0,0,0
7400,74,0,0,1,0,0,12,0.460733,-21.9952,45,0,0,1,0,0,12,0.460733,-21.9952,45,0.460733,-21.9952,45,50.0899,0.714473,0,0,0.699663,0,0,88.8,271.2,89.9984,89.9984,12,software_9axis_fusion,2,65,0,0,0
7500,75,0,0,1,0,0,12,1.34711e-15,-22,45,0,0,1,0,0,12,1.34711e-15,-22,45,1.34711e-15,-22,45,50.0899,0.707107,0,0,0.707107,0,0,90,270,91.1984,91.1984,12,software_9axis_fusion,2,65,0,0,0
7600,76,0,0,1,0,0,12,-0.460733,-21.9952,45,0,0,1,0,0,12,-0.460733,-21.9952,45,-0.460733,-21.9952,45,50.0899,0.699663,0,0,0.714473,0,0,91.2,268.8,92.3984,92.3984,12,software_9axis_fusion,2,65,0,0,0
7700,77,0,0,1,0,0,12,-0.921264,-21.9807,45,0,0,1,0,0,12,-0.921264,-21.9807,45,-0.921264,-21.9807,45,50.0899,0.692143,0,0,0.72176,0,0,92.4,267.6,93.5984,93.5984,12,software_9axis_fusion,2,65,0,0,0
7800,78,0,0,1,0,0,12,-1.38139,-21.9566,45,0,0,1,0,0,12,-1.38139,-21.9566,45,-1.38139,-21.9566,45,50.0899,0.684547,0,0,0.728969,0,0,93.6,266.4,94.7984,94.7984,12,software_9axis_fusion,2,65,0,0,0
7900,79,0,0,1,0,0,12,-1.84091,-21.9228,45,0,0,1,0,0,12,-1.84091,-21.9228,45,-1.84091,-21.9228,45,50.0899,0.676876,0,0,0.736097,0,0,94.8,265.2,95.9983,95.9983,12,software_9axis_fusion,2,65,0,0,0
8000,80,0,0,1,0,0,12,-2.29963,-21.8795,45,0,0,1,0,0,12,-2.29963,-21.8795,45,-2.29963,-21.8795,45,50.0899,0.669131,0,0,0.743145,0,0,96,264,97.1983,97.1983,12,software_9axis_fusion,2,65,0,0,0
8100,81,0,0,1,0,0,12,-2.75733,-21.8265,45,0,0,1,0,0,12,-2.75733,-21.8265,45,-2.75733,-21.8265,45,50.0899,0.661312,0,0,0.750111,0,0,97.2,262.8,98.3983,98.3983,12,software_9axis_fusion,2,65,0,0,0
8200,82,0,0,1,0,0,12,-3.21383,-21.764,45,0,0,1,0,0,12,-3.21383,-21.764,45,-3.21383,-21.764,45,50.0899,0.653421,0,0,0.756995,0,0,98.4,261.6,99.5983,99.5983,12,software_9axis_fusion,2,65,0,0,0
8300,83,0,0,1,0,0,12,-3.66891,-21.6919,45,0,0,1,0,0,12,-3.66891,-21.6919,45,-3.66891,-21.6919,45,50.0899,0.645458,0,0,0.763796,0,0,99.6,260.4,100.798,100.798,12,software_9axis_fusion,2,65,0,0,0
8400,84,0,0,1,0,0,12,-4.12239,-21.6103,45,0,0,1,0,0,12,-4.12239,-21.6103,45,-4.12239,-21.6103,45,50.0899,0.637424,0,0,0.770513,0,0,100.8,259.2,101.998,101.998,12,software_9axis_fusion,2,65,0,0,0
8500,85,0,0,1,0,0,12,-4.57406,-21.5192,45,0,0,1,0,0,12,-4.57406,-21.5192,45,-4.57406,-21.5192,45,50.0899,0.62932,0,0,0.777146,0,0,102,258,103.198,103.198,12,software_9axis_fusion,2,65,0,0,0
8600,86,0,0,1,0,0,12,-5.02372,-21.4187,45,0,0,1,0,0,12,-5.02372,-21.4187,45,-5.02372,-21.4187,45,50.0899,0.621148,0,0,0.783693,0,0,103.2,256.8,104.398,104.398,12,software_9axis_fusion,2,65,0,0,0
8700,87,0,0,1,0,0,12,-5.47118,-21.3088,45,0,0,1,0,0,12,-5.47118,-21.3088,45,-5.47118,-21.3088,45,50.0899,0.612907,0,0,0.790155,0,0,104.4,255.6,105.598,105.598,12,software_9axis_fusion,2,65,0,0,0
8800,88,0,0,1,0,0,12,-5.91624,-21.1896,45,0,0,1,0,0,12,-5.91624,-21.1896,45,-5.91624,-21.1896,45,50.0899,0.604599,0,0,0.79653,0,0,105.6,254.4,106.798,106.798,12,software_9axis_fusion,2,65,0,0,0
8900,89,0,0,1,0,0,12,-6.3587,-21.061,45,0,0,1,0,0,12,-6.3587,-21.061,45,-6.3587,-21.061,45,50.0899,0.596225,0,0,0.802817,0,0,106.8,253.2,107.998,107.998,12,software_9axis_fusion,2,65,0,0,0
9000,90,0,0,1,0,0,12,-6.79837,-20.9232,45,0,0,1,0,0,12,-6.79837,-20.9232,45,-6.79837,-20.9232,45,50.0899,0.587785,0,0,0.809017,0,0,108,252,109.198,109.198,12,software_9axis_fusion,2,65,0,0,0
9100,91,0,0,1,0,0,12,-7.23507,-20.7763,45,0,0,1,0,0,12,-7.23507,-20.7763,45,-7.23507,-20.7763,45,50.0899,0.579281,0,0,0.815128,0,0,109.2,250.8,110.398,110.398,12,software_9axis_fusion,2,65,0,0,0
9200,92,0,0,1,0,0,12,-7.66859,-20.6202,45,0,0,1,0,0,12,-7.66859,-20.6202,45,-7.66859,-20.6202,45,50.0899,0.570714,0,0,0.821149,0,0,110.4,249.6,111.598,111.598,12,software_9axis_fusion,2,65,0,0,0
9300,93,0,0,1,0,0,12,-8.09874,-20.4551,45,0,0,1,0,0,12,-8.09874,-20.4551,45,-8.09874,-20.4551,45,50.0899,0.562083,0,0,0.827081,0,0,111.6,248.4,112.798,112.798,12,software_9axis_fusion,2,65,0,0,0
9400,94,0,0,1,0,0,12,-8.52534,-20.281,45,0,0,1,0,0,12,-8.52534,-20.281,45,-8.52534,-20.281,45,50.0899,0.553392,0,0,0.832921,0,0,112.8,247.2,113.998,113.998,12,software_9axis_fusion,2,65,0,0,0
9500,95,0,0,1,0,0,12,-8.94821,-20.098,45,0,0,1,0,0,12,-8.94821,-20.098,45,-8.94821,-20.098,45,50.0899,0.544639,0,0,0.838671,0,0,114,246,115.198,115.198,12,software_9axis_fusion,2,65,0,0,0
9600,96,0,0,1,0,0,12,-9.36714,-19.9062,45,0,0,1,0,0,12,-9.36714,-19.9062,45,-9.36714,-19.9062,45,50.0899,0.535827,0,0,0.844328,0,0,115.2,244.8,116.398,116.398,12,software_9axis_fusion,2,65,0,0,0
9700,97,0,0,1,0,0,12,-9.78197,-19.7057,45,0,0,1,0,0,12,-9.78197,-19.7057,45,-9.78197,-19.7057,45,50.0899,0.526956,0,0,0.849893,0,0,116.4,243.6,117.598,117.598,12,software_9axis_fusion,2,65,0,0,0
9800,98,0,0,1,0,0,12,-10.1925,-19.4965,45,0,0,1,0,0,12,-10.1925,-19.4965,45,-10.1925,-19.4965,45,50.0899,0.518027,0,0,0.855364,0,0,117.6,242.4,118.798,118.798,12,software_9axis_fusion,2,65,0,0,0
9900,99,0,0,1,0,0,12,-10.5986,-19.2787,45,0,0,1,0,0,12,-10.5986,-19.2787,45,-10.5986,-19.2787,45,50.0899,0.509041,0,0,0.860742,0,0,118.8,241.2,119.998,119.998,12,software_9axis_fusion,2,65,0,0,0
10000,100,0,0,1,0,0,12,-11,-19.0526,45,0,0,1,0,0,12,-11,-19.0526,45,-11,-19.0526,45,50.0899,0.5,0,0,0.866025,0,0,120,240,121.198,121.198,12,software_9axis_fusion,2,65,0,0,0
10100,101,0,0,1,0,0,12,-11.3966,-18.818,45,0,0,1,0,0,12,-11.3966,-18.818,45,-11.3966,-18.818,45,50.0899,0.490904,0,0,0.871214,0,0,121.2,238.8,122.398,122.398,12,software_9axis_fusion,2,65,0,0,0
10200,102,0,0,1,0,0,12,-11.7882,-18.5752,45,0,0,1,0,0,12,-11.7882,-18.5752,45,-11.7882,-18.5752,45,50.0899,0.481754,0,0,0.876307,0,0,122.4,237.6,123.598,123.598,12,software_9axis_fusion,2,65,0,0,0
10300,103,0,0,1,0,0,12,-12.1746,-18.3243,45,0,0,1,0,0,12,-12.1746,-18.3243,45,-12.1746,-18.3243,45,50.0899,0.472551,0,0,0.881303,0,0,123.6,236.4,124.798,124.798,12,software_9axis_fusion,2,65,0,0,0
